Id,RandomForest_Prediction,Boosting Prediction,SVM_Prediction
46588,2105409,2202652,2450032
46589,4742580,6406608,4396477
46590,4596080,9022394,4120829
46591,6558216,9208544,4123206
46592,4241753,4066022,3128857
46593,5118053,4035604,4132940
46594,5489847,6868832,3877817
46595,4363326,11089781,4292925
46596,3960623,4181779,4236971
46597,4850803,4020101,4290754
46598,3443187,3255677,4156832
46599,4390230,3557516,3969108
46600,2796376,2216910,2822253
46601,4839315,5742061,4071219
46602,2878725,3494128,4158755
46603,3197274,3723178,3570234
46604,2969059,2856587,3802355
46605,2972117,2368720,3459069
46606,2096823,1308379,2416710
46607,4604825,3152721,4499246
46608,3194171,2317342,4246932
46609,4190391,2136119,3595704
46610,4813293,7571804,4595779
46611,3978170,4906583,3613292
46612,4611340,4770648,5063635
46613,4253146,10369824,4159058
46614,5059598,8905111,4365015
46615,5139453,6686994,3942379
46616,5262816,8894836,4565734
46617,4457406,3382849,4127678
46618,4688715,5125194,3856468
46619,5242260,5386355,4516631
46620,3677754,3803920,3575182
46621,4419359,3539243,4497538
46622,3245309,3681739,4419423
46623,4880030,6369400,4127718
46624,4526734,8034630,4642054
46625,4532526,4969883,3742027
46626,5081289,5126812,4004598
46627,5398330,6617915,4502292
46628,3010381,1954646,3379150
46629,4564252,5664350,4305922
46630,4834193,8131124,4063456
46631,2925637,1748272,3330500
46632,3860336,2918211,4052033
46633,4480840,5130514,4159311
46634,4531901,6761607,4182212
46635,2769452,2872294,3625823
46636,4624738,4745167,3863681
46637,4409516,1837242,3829382
46638,4567608,2374768,4127651
46639,3708465,3817575,3561121
46640,4966500,11613183,4247486
46641,2323366,1189850,3275286
46642,3084486,2238952,3065899
46643,4005876,3903999,4126877
46644,4915282,6045448,4396001
46645,4373278,6180069,4335423
46646,5235722,6302182,4663864
46647,3655540,7314865,4057035
46648,2175769,1524356,2233489
46649,3281833,4696312,3695942
46650,3390453,2244900,3607465
46651,4800867,6784692,4175724
46652,4666552,12102698,4401193
46653,4630096,4744017,4165070
46654,5038113,5768762,4125245
46655,4545514,5289763,4324507
46656,2798320,3144484,2825841
46657,4285895,3771205,4148122
46658,4094686,8655822,4066481
46659,2859841,4014491,3009854
46660,3801209,2640776,4132065
46661,4975081,4222505,4992470
46662,4571620,10339199,4127886
46663,4284544,2992771,4121302
46664,2799192,1796805,2704800
46665,3219826,2848802,3705809
46666,4884293,4349795,4157251
46667,5235319,2962011,4130754
46668,4931992,3185742,4127007
46669,3855002,3731824,3781131
46670,4001302,2340893,3943758
46671,4172384,2070748,3846827
46672,2865069,1613876,4206605
46673,5259671,5235855,4127660
46674,3679809,3228246,4068145
46675,3238004,2167551,3036701
46676,5374070,4031707,4195653
46677,4165897,3514358,4405848
46678,4523767,6288330,3430581
46679,4418302,4453167,4215044
46680,4983694,6273912,4132485
46681,3277503,1775575,3847901
46682,5345882,4976746,5343356
46683,3305299,5305907,3907542
46684,3741661,3469056,3510478
46685,4236857,10586293,4591599
46686,3317408,2984969,3851995
46687,3793821,12931800,3027867
46688,4332576,6042094,4132972
46689,4260916,3485120,4526370
46690,4202251,2385357,4127463
46691,4475957,2706706,4140024
46692,4897880,4421692,4315781
46693,5064810,2391761,4151812
46694,5861581,10418052,4369639
46695,4126858,2209085,3723844
46696,4328432,8611377,4134439
46697,3931685,2291962,4127635
46698,2651654,764310.6,3362363
46699,4877007,4604962,3570390
46700,3960403,3162921,4124960
46701,2682174,2786642,3342476
46702,3497299,1536275,2983249
46703,4983857,15510633,4237153
46704,2284848,1558002,2796394
46705,4532228,3612223,4127849
46706,4606857,2429351,3997048
46707,4233841,2990109,4106165
46708,4028758,4223482,4126921
46709,3788211,2186339,3792529
46710,3613330,5002131,4124566
46711,4365846,5342975,4720161
46712,5342033,2977561,4125329
46713,3722265,3565287,5264798
46714,4747449,12995150,4015628
46715,3960858,4206794,3720727
46716,4794154,3008985,3607089
46717,3746258,3927986,4046319
46718,4115134,2242271,3467943
46719,4295618,4476119,3963606
46720,2849476,3120687,3321175
46721,4723599,7840337,3482187
46722,4039948,3343976,4125378
46723,4936448,7429773,4131250
46724,4563846,8990815,4157213
46725,3375845,2267586,3903517
46726,4274609,4915502,4127634
46727,3720109,2547831,4127405
46728,4693892,6736295,4569096
46729,3261678,1920869,3084330
46730,4996396,3835863,4158726
46731,5488674,7552225,4141013
46732,4867302,6706312,4417709
46733,3899164,5571065,4170882
46734,3841683,2482630,2958361
46735,4679360,7888973,4265634
46736,5333530,11343554,4165389
46737,4395461,3354336,4128628
46738,3322137,2446383,3276238
46739,2700806,2504776,2465340
46740,4504975,4358568,3194056
46741,3437203,1073721,4037515
46742,4983236,9388886,5280552
46743,4034331,4941986,4131148
46744,2227858,1530481,3073856
46745,5272779,2088066,4326971
46746,3267699,1687230,3119147
46747,4639746,4916695,4367353
46748,3193530,1915608,3769252
46749,4441259,3062280,4410210
46750,4825816,2738940,3803793
46751,4326838,5100882,4548051
46752,4195676,6850603,3825264
46753,4267662,3908985,4122400
46754,3658511,1037655,3996926
46755,4549095,2415941,3751218
46756,3304621,2225417,4126901
46757,3518326,6502465,3955514
46758,3269552,2357461,2893197
46759,5333192,20675965,5031518
46760,2915877,4266393,3209613
46761,4741443,9610273,4193784
46762,4024668,3208271,3861901
46763,4208443,1507719,3316949
46764,4504039,4234801,4127644
46765,3487529,3437471,4137346
46766,3853239,1174349,4127024
46767,4856347,5164422,5047053
46768,5484984,10055556,4420078
46769,3712232,10573632,4612661
46770,4573574,6727101,4229182
46771,4352919,3490854,4127693
46772,4772424,5514521,4492320
46773,2860301,2012818,3705387
46774,4735732,3659341,4127650
46775,3976942,2645529,4155540
46776,4757722,4719141,3978664
46777,4160405,3350659,4128702
46778,4673147,4186805,4164211
46779,2967986,3185089,4134799
46780,2461051,1959422,3561176
46781,3634018,4006466,2982051
46782,4615940,4679340,4161595
46783,2789186,5681691,4010582
46784,4648495,2381580,4127649
46785,4123782,3687286,4070889
46786,4158025,4862396,4348320
46787,3944445,5168973,4137478
46788,4529122,18341161,4127400
46789,3330809,3636716,4098198
46790,4705149,2401036,4167655
46791,4287050,8512328,3717967
46792,2462618,2030765,4114056
46793,2662394,1869169,3861147
46794,3529596,3780299,3217714
46795,3163295,3110818,2937652
46796,3774720,5757012,4150304
46797,5076879,7271930,4128120
46798,3826314,3053661,4127763
46799,4199441,4142058,3723550
46800,3613370,2458756,4147122
46801,2038650,2347862,2352558
46802,3161660,3382162,2957992
46803,5172967,4042672,6568918
46804,4428754,3828544,5326573
46805,5839709,4574348,4304373
46806,3479006,6437078,4127934
46807,4142016,9000935,4135536
46808,4309869,4612315,3829739
46809,3066874,5009662,3238085
46810,3359789,1987563,3667676
46811,3028940,4259793,2759666
46812,3919078,2304164,3684973
46813,3739445,3583990,3605558
46814,4131097,3696049,3920840
46815,3576511,2981987,3379255
46816,3878693,8377217,3796943
46817,4338946,3505283,4136857
46818,3363857,2577003,3511696
46819,2191045,1501273,2742927
46820,2798151,2896335,3173102
46821,2949522,2560172,4206608
46822,4167986,4394024,4592648
46823,4589918,4376994,4137271
46824,4373391,3378214,4256933
46825,5108448,3776270,3658582
46826,3897604,3244273,3092313
46827,5206580,10523313,4403907
46828,5142937,5672184,4435169
46829,3478878,5169605,3196484
46830,5446536,5700067,4267114
46831,5022623,6822667,5035489
46832,2801589,2206641,2771457
46833,5118257,17707383,4128517
46834,4114312,7055040,4105148
46835,3574019,4996581,4050021
46836,4095612,5068439,4167382
46837,3929020,3326128,3308906
46838,4130592,6797987,4636892
46839,4296242,3683014,3923657
46840,4104344,4437702,3879217
46841,3983008,3146987,4924915
46842,4459613,5104299,3755322
46843,4619874,3244759,4104089
46844,3291017,5103051,3092090
46845,3854169,2336707,3567766
46846,3493079,7060898,3826318
46847,2872093,4144723,3049783
46848,4453788,5601950,4135109
46849,4433234,3157651,3956981
46850,3861301,2746264,3611922
46851,3613672,8009022,4126059
46852,3108464,1788038,3609650
46853,4547984,4479540,4002642
46854,3898196,4433061,4128792
46855,4945872,4555692,4966256
46856,2408951,2741704,2824652
46857,5775353,2434130,4316509
46858,4026335,4379620,4309261
46859,4916901,2395998,4305274
46860,4004772,2806763,3808145
46861,4733828,2725026,4138659
46862,4890242,10153920,4536512
46863,4593953,5218211,4171215
46864,4679673,6173426,4141355
46865,5270539,2674433,4446375
46866,4645769,5014608,4085996
46867,3874270,1347866,3806894
46868,4469103,3569166,4422671
46869,4815194,2254216,4112978
46870,3218326,1684330,3941077
46871,4863666,4861295,5872219
46872,4381971,4572530,4091702
46873,3400642,2553974,3323791
46874,4471337,5151967,4018888
46875,3036157,1733995,4163217
46876,2788459,1454536,3345919
46877,2113988,2322985,2835037
46878,4394505,4219029,4127633
46879,3093012,1678041,3257015
46880,6413276,7609464,4356009
46881,3050778,3562717,2729627
46882,3672934,2706069,4081415
46883,5548275,5086533,5018460
46884,4368318,4521670,5673009
46885,6065591,10391169,3895486
46886,3636281,5030861,3158423
46887,3901851,3320547,3172607
46888,3934739,6565923,4098462
46889,4277791,3863876,4133239
46890,3770126,3214351,4111717
46891,4565452,4348633,4274282
46892,5190825,4835161,4127676
46893,4729147,8314722,3840289
46894,3947608,4899982,4134599
46895,2978749,2536217,3905327
46896,4696565,4626454,4151871
46897,3367363,3307132,3941495
46898,4588405,2529499,4020960
46899,4313976,2745576,4116595
46900,4697424,3590502,4509785
46901,4116856,2406556,3945211
46902,4560169,2884401,3718049
46903,3822130,4786580,4557339
46904,3561341,5758120,3297533
46905,4450019,3125135,3886730
46906,3633887,5649302,4139185
46907,3244684,3809543,2890617
46908,3538639,1164493,4127690
46909,5323285,16072821,4194517
46910,4003548,2198609,4129078
46911,2582899,2709110,2747245
46912,5400259,9460256,4381971
46913,4177047,3879046,4148015
46914,2677672,2423547,3234258
46915,4296285,1184538,4127653
46916,4311937,2799295,2972070
46917,2807228,1849221,3638324
46918,4337865,8618717,4149818
46919,4740173,10506607,4128128
46920,5199836,14812558,4143340
46921,4176550,7232278,4506297
46922,3894966,2436898,3572170
46923,5743061,4925296,5306534
46924,4818732,3141956,4170938
46925,3872384,5353828,3624270
46926,3263245,3337382,2946038
46927,4171417,2151843,4214052
46928,3224952,2264138,3837608
46929,4291569,3265209,4394977
46930,3855134,3144263,3821127
46931,5107124,5829754,4698022
46932,4122785,5463387,3640172
46933,5589039,1895136,5008958
46934,4577556,5797020,4230751
46935,3987436,1770452,4160704
46936,3548403,5073425,3486928
46937,4497377,13189822,4176338
46938,3531878,2434276,3466286
46939,2520688,1967788,2431603
46940,3623461,2580490,4166998
46941,4061883,5843868,4130051
46942,3779852,2105108,3357717
46943,4481435,6918812,4340023
46944,5386630,3544558,4504557
46945,3989299,1054309,3833621
46946,2371606,1230727,3418578
46947,4285609,4373338,4612501
46948,4327844,2243572,4145614
46949,4142251,3490619,4297199
46950,2695926,2195703,3275511
46951,2673993,1525921,2852961
46952,3054587,2821981,3629659
46953,3321614,3121740,2934363
46954,3942157,3534813,3963608
46955,4917094,4976478,4528428
46956,3205744,2646183,2558205
46957,3650961,3127888,3704928
46958,3691591,4593641,3639311
46959,3753390,3560546,3283849
46960,4199492,5578393,3412256
46961,2419244,2712912,3147381
46962,3973490,1812916,4136311
46963,4351984,5444675,4176118
46964,2761030,2514444,3228030
46965,3019968,2431919,3678292
46966,3461586,899599,3909615
46967,3544862,2746095,3345165
46968,4691255,3344444,4133232
46969,4168784,11410560,4000238
46970,3284617,3743960,4128723
46971,5457081,5480488,4000340
46972,4141343,3328433,3388727
46973,4116744,4531513,3831812
46974,4079779,2782019,3046061
46975,3878242,3965864,3604733
46976,4999937,3456110,5110336
46977,4335567,3363696,4136030
46978,3281505,2911923,3901918
46979,2215711,1603189,2584812
46980,4206709,1286168,4231832
46981,4275961,6654601,3738504
46982,5863412,4598078,4161290
46983,3077888,2225580,2748325
46984,3012896,2121185,2972040
46985,4313509,3827810,3164852
46986,4173416,2806068,3691439
46987,4442829,4957203,4545731
46988,3123493,1894728,2660523
46989,3338722,2146956,4131770
46990,3869205,1724130,4304335
46991,3514124,2255563,4139546
46992,3889492,3969629,3956626
46993,4844724,5371452,4254628
46994,5345226,6943929,4836495
46995,4555787,3763931,4199924
46996,5066021,5835800,3941187
46997,5410339,7941465,5362534
46998,4746380,7628129,4214052
46999,4275155,2443963,4127394
47000,4293407,897718.5,4127940
47001,4517031,9299022,4184415
47002,3651442,716424.2,4127634
47003,5115079,3347770,4023618
47004,3125251,4212039,2802778
47005,4458657,4629175,4005717
47006,3018306,3309694,4113716
47007,4555113,6292775,4315159
47008,4445087,12775660,4127631
47009,5015288,5384707,4147041
47010,5690446,6355275,4163625
47011,4720644,6681731,4120601
47012,5209132,3903186,4127651
47013,5365188,2883077,4132962
47014,5059113,4673877,4209274
47015,3315321,2729053,3935751
47016,4576121,3933114,4104589
47017,3988538,10886466,4150485
47018,4399259,9362715,4476612
47019,2915044,2474725,4155359
47020,4371771,5861718,4213328
47021,4560092,6025594,4127891
47022,5110017,8533709,4613224
47023,2894230,3711245,3147079
47024,4639442,10505916,4394398
47025,4231504,3147801,3948137
47026,4002994,5767308,4126644
47027,4075936,3666227,3601356
47028,3365707,3490549,4135183
47029,4256557,2189410,3998056
47030,4470701,4568311,4735502
47031,4361054,2978672,4597984
47032,4674894,3431594,4682801
47033,4529081,5918552,4314234
47034,6246974,5866874,5021880
47035,3387553,3858758,3134476
47036,2594903,2722678,2179831
47037,4691720,6026307,4096266
47038,2619402,2412586,3795326
47039,3573762,2862248,2756115
47040,5173189,7312307,4133119
47041,5233110,7420408,5511551
47042,3632754,4665099,4345035
47043,4256157,1830459,4128306
47044,3764378,4537929,3993672
47045,3381959,2699271,4112596
47046,4119183,5185048,4127646
47047,4674358,6616930,3755292
47048,4731884,9376184,4007422
47049,3830509,2478347,3847122
47050,4111019,1804510,4126074
47051,3512401,4794784,4143323
47052,3107675,5582403,4123243
47053,4383085,2197516,3746994
47054,3552097,4854424,4014475
47055,4128574,3108303,3772527
47056,5420756,11435434,5112827
47057,4181895,2989845,3683285
47058,2341941,1261194,2457887
47059,4412221,1759203,4127646
47060,3429273,1720877,3485310
47061,4874437,4212400,4227239
47062,4744598,10504770,4046959
47063,3123634,1736127,4398760
47064,4496154,5074453,3989102
47065,2826122,1133076,4126340
47066,4474264,2990676,4301412
47067,5459092,6716179,4504605
47068,3557832,3843705,3470547
47069,5529932,6466383,4420897
47070,4437926,3841207,3741641
47071,3680015,2955020,4142658
47072,2892129,2103985,2920095
47073,4589257,4350169,3434403
47074,4724637,6277184,3713163
47075,4253796,4311412,3221679
47076,3941279,4613221,4346690
47077,4843986,8498503,4115904
47078,4919013,6354119,4136149
47079,2458912,2784997,2414485
47080,4599685,3388055,3940395
47081,4317364,2751919,4692048
47082,4278761,6818369,4263541
47083,4569988,5330966,3824019
47084,4668964,13089235,4020799
47085,2847652,1129880,4114279
47086,2941958,2705518,2866317
47087,4380831,1999674,4642262
47088,4184130,2960742,4552659
47089,2870668,4835180,4121890
47090,4191827,2303303,4155035
47091,4876856,5836112,4128602
47092,2657437,2180293,3961896
47093,4471562,4644417,4127765
47094,2878271,1567740,3095525
47095,5131458,8073895,4405579
47096,3740859,2555828,4111282
47097,4938014,4783958,4210376
47098,4845730,7725070,4129786
47099,3662663,1697410,3991494
47100,3018394,2058524,3438687
47101,4011694,5474213,4127654
47102,3162166,2633486,3927183
47103,4577127,5437820,4440993
47104,5034699,8266000,4954178
47105,4774054,5781796,3938415
47106,5149797,5951323,4083365
47107,2957972,5032690,3461597
47108,4339539,4078152,3886448
47109,4669914,11750764,4058196
47110,4396852,2359924,4030312
47111,4301939,6322191,4154790
47112,5674457,4837707,5177772
47113,3651819,2659563,4172953
47114,4217809,4710543,4147133
47115,5926257,4594558,4209644
47116,4051073,3947010,3671435
47117,3719217,2784840,4090854
47118,3918588,2199775,4125852
47119,4362698,8356637,4121621
47120,4208296,4833280,3691036
47121,4248960,10692505,4128925
47122,4082534,2023403,4127568
47123,4970752,7832940,4204702
47124,3946416,2860806,4155305
47125,4325267,5601051,3932595
47126,4908472,10511446,4127666
47127,4259667,3122478,4129199
47128,5200454,3149168,4582936
47129,5148686,5579039,4524413
47130,4501468,3930198,4120848
47131,3748127,5550480,4127746
47132,4103681,4563330,3818459
47133,4080296,2893494,3738227
47134,3259887,2976776,3091934
47135,4899026,13136450,4338881
47136,3427762,1465584,3334681
47137,3637107,6088116,2814734
47138,4968779,7516812,3894698
47139,3995352,4544023,3610540
47140,3709892,1762176,4126503
47141,3921954,2524321,4316295
47142,3623728,3431420,4298789
47143,4563563,5672400,3984325
47144,4703126,5213219,4371061
47145,5323485,3914848,4978655
47146,3941354,4386820,4109915
47147,4157630,5501637,4288424
47148,4785422,5182885,4127977
47149,4690867,3926659,4396758
47150,4123369,4126632,3960574
47151,3907986,3127375,3634479
47152,3523940,2436222,3166869
47153,4257121,2809057,3877073
47154,4809808,9468391,4277610
47155,4557496,7569549,4749397
47156,3750469,2615224,4163873
47157,4463801,8338394,4232474
47158,3376757,1796892,3137307
47159,4726624,6447593,4230853
47160,6344330,3575827,4088083
47161,3415871,3532116,3083256
47162,4006146,5195633,3719805
47163,3913668,3002397,3919933
47164,4640885,8062541,4706523
47165,4838013,5242096,4128750
47166,1995123,1829286,2378046
47167,4691487,13841559,3397737
47168,4948949,3251867,4428720
47169,4345709,5288412,3523946
47170,3056762,6714302,3524559
47171,2727066,2211222,2615805
47172,2480103,2985248,2475614
47173,3959853,2123175,4106585
47174,3351421,6644885,5067579
47175,4340042,3480765,4119962
47176,4276221,7442522,3782160
47177,3678943,7172292,3381984
47178,5015374,1758623,4136455
47179,3266238,4619523,3510186
47180,5325059,8469656,4763888
47181,4860669,7529939,4180899
47182,4845109,3682965,4510030
47183,3823975,2272821,3938753
47184,2961489,3780284,3584064
47185,4500888,4262354,4112975
47186,3422436,8376944,4142150
47187,3393159,3808193,3810865
47188,4426334,6859593,3935713
47189,4859046,3497633,4001083
47190,3129977,2013282,4189672
47191,2597141,3225398,2407675
47192,3201651,3468923,3084407
47193,2907917,1799201,2970949
47194,2120197,1071926,2435544
47195,2563119,1587950,3449643
47196,4625234,5520889,4135013
47197,5006182,2683828,3041443
47198,3867669,8419413,3489108
47199,4504914,12241800,3997490
47200,4268864,2469400,3939140
47201,4484192,4568187,4130659
47202,4331620,2753868,3495972
47203,5082559,4934371,4309702
47204,4551521,2523868,5102616
47205,3317896,2763139,3827407
47206,4050856,7679580,3713457
47207,3972851,2388584,4165686
47208,4944115,11726208,4128821
47209,3667239,1930175,4025383
47210,2642402,1764764,2907937
47211,4204553,4132758,4175030
47212,4497415,1563954,4127659
47213,4696300,2861902,3903018
47214,4796360,1123232,4127553
47215,3716105,3896929,4287492
47216,4488056,5133363,3038164
47217,3401271,2989128,4130997
47218,3912180,2220817,3476652
47219,4851745,4728504,4575712
47220,3134261,3485921,3913652
47221,4201484,4568787,4076489
47222,3187892,4342009,3459391
47223,4414949,4050391,4903888
47224,2782126,1848626,2931054
47225,3407926,3372125,3898362
47226,4944544,4188755,5088073
47227,4972615,4186271,4128550
47228,4084841,4974638,3699593
47229,5408816,7416655,4352953
47230,3058951,1851237,3925375
47231,3310469,3068751,3961005
47232,4799820,10366025,4032672
47233,4755215,2918200,4147623
47234,4928101,5724150,4084056
47235,5580663,7688937,4475367
47236,4475827,3574269,3406925
47237,4595230,6362884,3830382
47238,4222225,1521990,4115129
47239,4717997,7424441,4128347
47240,4667509,5110288,4206438
47241,4538131,8847824,4128127
47242,4381806,4688645,4127777
47243,4420543,5216086,3729453
47244,3261447,3807223,3980227
47245,4317916,3631912,4127652
47246,3110004,4473874,5454722
47247,3807746,1317413,4138753
47248,4849531,29501151,4058435
47249,5019464,6353083,3735653
47250,3756081,3425227,4219939
47251,2733275,1879695,2913709
47252,3268426,1620315,3182356
47253,6596717,10806163,6444621
47254,3680300,8444974,3714445
47255,4480504,6296094,4021098
47256,5531327,10856821,4903679
47257,4246944,9088282,3581698
47258,4839397,8231637,4132192
47259,5398941,7107238,4274539
47260,4521447,6697296,3117345
47261,4816839,4630414,4102576
47262,3426096,4080627,3627860
47263,4157273,2765436,4148687
47264,6063692,5484217,4074807
47265,4643503,17618974,4554527
47266,4251888,3941854,3667085
47267,4706624,9158937,4128520
47268,4992507,8465253,4153459
47269,4262250,5591024,3329155
47270,3076028,2219916,3213839
47271,4411995,8697252,4133347
47272,3847458,4157637,4147265
47273,3212375,1586454,2733699
47274,5277085,5758743,4573832
47275,4187725,1872444,3718912
47276,4351974,2861623,3692687
47277,3013233,1957542,4166628
47278,3947494,5120692,3607138
47279,3513288,3205905,4115610
47280,2507774,1645635,3887819
47281,4260171,8267523,4158279
47282,5295898,6186010,4140076
47283,4616124,10299907,4394314
47284,5002889,7289884,4242546
47285,4947299,3244937,4128209
47286,4341048,3460021,4147649
47287,3977193,3201593,4127517
47288,4093908,4347059,4127392
47289,4446551,2379488,4037259
47290,3524410,611053.8,4127650
47291,3941767,3403702,3467506
47292,3216846,4194077,2920779
47293,4001238,1754835,3681646
47294,4319178,5625599,4294788
47295,4599673,7727845,4095310
47296,3535554,4314648,4149410
47297,4551527,2755569,4127694
47298,5563217,11018998,5049309
47299,3596484,1434569,3783107
47300,4888745,3955320,4118110
47301,4338684,7579732,3923919
47302,5501644,9505015,4140606
47303,4474333,11409029,4127610
47304,3182975,3493290,4083114
47305,3173941,5048620,3147849
47306,4365628,2771539,4127467
47307,4707216,4751522,4361555
47308,4755899,2223449,4125743
47309,3793923,3128077,4075508
47310,5190219,12326157,5498621
47311,4028927,3967181,3820008
47312,3519560,5475591,3391284
47313,6650342,9363592,4127713
47314,4679095,12010967,4671150
47315,2977875,2871570,3758230
47316,4347354,7735338,4109374
47317,3656479,4257222,4028850
47318,3665614,3684641,3959365
47319,3850734,1958811,3969752
47320,4360885,3436882,4563635
47321,3884672,2489275,3873359
47322,2790587,2951093,3076437
47323,3702663,2275520,4115765
47324,3615569,4898089,3073482
47325,3806474,2423758,2729582
47326,4862132,6576476,4027309
47327,3780214,966813.3,3588125
47328,4464133,1995486,4474277
47329,4788714,10549925,4338505
47330,4572929,4114878,4828489
47331,3799408,3933915,3203649
47332,4368689,3508747,4143194
47333,4225336,4862541,3793822
47334,4615848,8025814,4816476
47335,4842177,10785938,4197729
47336,2427124,2477084,3111698
47337,4523602,5609997,3795839
47338,4719423,7975619,4135480
47339,3501181,5408633,4158254
47340,4836244,10203222,4662493
47341,4436658,9442856,3804793
47342,5408661,3391498,4719947
47343,5064011,4304076,4128597
47344,5431764,5842597,4141779
47345,4354252,2440462,4438535
47346,3914820,2570047,3866104
47347,3690259,4236585,3604885
47348,5376982,6859490,4141029
47349,4505145,6180717,4180092
47350,3905920,2085208,4141709
47351,4772763,2204174,4076314
47352,4169223,2784837,3907069
47353,4672363,6493514,4579260
47354,4877666,4721181,4188971
47355,4729965,4010561,4171561
47356,3919000,3011178,3794385
47357,3713511,4090231,4102737
47358,6096845,11545827,5479597
47359,3184308,4032887,3210333
47360,4716046,4082716,4087069
47361,3944257,2300225,4053233
47362,4410844,1055454,4127675
47363,4622645,3478020,3581497
47364,3083985,4052827,4204772
47365,4024340,4736678,4519632
47366,4248749,3714208,3081790
47367,4257309,4821940,4126427
47368,4387038,5358489,4174675
47369,3287621,2516359,3030257
47370,4907135,3196486,3805244
47371,2673202,3830506,2994964
47372,6317026,8929055,4350596
47373,2587031,2376414,2043432
47374,2722000,1360738,2373012
47375,3100593,4175501,2586053
47376,2083940,1156633,2345257
47377,3649063,4702853,3180907
47378,2777912,2175193,2979538
47379,3862848,6051903,4122394
47380,5321935,3239657,4127651
47381,3283989,2521362,3243972
47382,4272544,4083120,4085231
47383,4575206,4504590,4160674
47384,2693335,2453733,3114415
47385,5281834,4526462,5344170
47386,3725142,3275271,3997072
47387,2134836,1029284,2758972
47388,5530258,8240184,4137752
47389,5236499,5486128,4022212
47390,4730866,3939811,3619555
47391,4280856,5006029,4127111
47392,3003559,1331682,4179888
47393,5153642,1556184,4092260
47394,3493264,2793604,3474633
47395,3485079,2987668,4129444
47396,5004915,3716464,4871432
47397,2529942,3094400,2807524
47398,3321798,3401739,4127542
47399,4318506,2073410,3917142
47400,4574089,6212596,4386713
47401,3989716,3695996,4114767
47402,3011846,2325585,4113750
47403,4903331,4414898,4129786
47404,3775794,5087420,4303456
47405,3473867,4070733,2718688
47406,2959629,2573366,2920533
47407,3321093,2475625,3083183
47408,4126431,1350025,3658381
47409,4966895,2317252,4000755
47410,3324163,3151004,3095826
47411,4708090,2237032,4122737
47412,4605609,2746729,4127901
47413,4699062,6039757,4305958
47414,5135695,6978143,6854497
47415,4867475,3553487,4127694
47416,4838384,6013516,4127656
47417,3011924,3056138,3237571
47418,3379178,1490351,3332996
47419,5192038,9131314,4269140
47420,4021276,4208734,4104863
47421,5523696,6035796,5300481
47422,4480699,8936711,4154849
47423,4292356,4001777,4605785
47424,5436508,32927245,4941294
47425,4337665,3242995,3705841
47426,4654441,8990268,4499210
47427,5070857,8840302,4151001
47428,3623006,4016492,3770185
47429,3746727,7470410,4202379
47430,4371764,7198978,4410442
47431,2571647,5180325,4161336
47432,3926014,3015647,4214265
47433,3508604,2951103,4127663
47434,4582881,3677166,4160885
47435,3742203,2872982,3541637
47436,3865658,2019712,3392565
47437,3464153,5986847,3911257
47438,3217209,1809500,3421314
47439,4931076,3866157,4474905
47440,3411187,2001302,2995062
47441,4363631,2820277,3631097
47442,4529782,3115344,4058285
47443,5283138,7359131,4155815
47444,2944550,4196874,3358915
47445,3643282,1735078,3753209
47446,3431720,3446261,3890593
47447,4096913,2051568,3916329
47448,2266480,2015185,3504087
47449,3490423,3930133,3446290
47450,4506523,6179956,4127571
47451,4322397,6541248,4127483
47452,3770325,6249559,4133085
47453,3827066,4767665,3931109
47454,4372293,4238959,3802504
47455,3909854,6604018,3778388
47456,4034484,3196247,3239462
47457,6736249,4032198,4237796
47458,4123076,5410833,3581618
47459,3622720,3918361,3867181
47460,4358304,3564800,4122328
47461,4358692,2380096,3864316
47462,3674015,5575760,3454930
47463,4129753,3750919,4508142
47464,2042630,1706500,3186585
47465,4051532,2555590,4993948
47466,4617871,1800555,4128648
47467,5024429,7852610,4330366
47468,5245927,3326603,4277702
47469,3290723,4449814,3922497
47470,4929641,1584234,4043687
47471,4278459,3005400,3728897
47472,3636134,4983890,4109925
47473,4357458,3402246,3594508
47474,2300390,1743849,2793477
47475,4851905,6825506,4161549
47476,3042374,2682080,4026748
47477,4540466,3338089,4128934
47478,4854831,8953771,4193494
47479,4120862,3672057,4130023
47480,4903367,2400548,4127648
47481,3909053,1853968,4128585
47482,3267631,2263388,3919815
47483,5046290,5381189,3812803
47484,4870658,9251371,3939719
47485,3776053,6664325,4287518
47486,4060157,5684708,4525588
47487,3551925,3789057,3026459
47488,3394762,1755773,3575698
47489,3049511,5672813,2752783
47490,4653236,4014700,4582891
47491,3485975,5058929,4096055
47492,4942136,6112235,5493120
47493,5094389,5616269,4167248
47494,4267982,6568688,4132528
47495,4357907,2870523,4535424
47496,3707899,1655104,3935209
47497,5426189,6876085,4854601
47498,5206731,4707231,4457966
47499,3361488,6235668,3186270
47500,4414054,3233696,4136078
47501,4516916,2870523,4615362
47502,3639072,4316411,4125956
47503,3672296,5500938,4128088
47504,2645258,3372905,3690771
47505,4643367,3999895,4113379
47506,4009188,8316137,3803588
47507,4681012,9561594,3739189
47508,5141770,2827197,4182087
47509,3373592,3052518,3827092
47510,3727321,5557755,4131087
47511,5710662,7609511,4398682
47512,4869947,3354769,4418490
47513,4166499,2683468,4169145
47514,4388338,4431646,3832921
47515,5234285,8106893,4553820
47516,2287826,1488388,2097699
47517,4634918,6396225,4126721
